order_number,entry,establishments_1975,personnel_occupied_total_1975,personnel_occupied_linked_to_production_1975,average_monthly_personnel_occupied_1975,salaries_total_1975_thousand_cruzeiros,salaries_production_personnel_1975_thousand_cruzeiros,miscellaneous_expenses_1975_thousand_cruzeiros,industrial_operations_expenses_total_1975_thousand_cruzeiros,industrial_operations_expenses_raw_materials_materials_components_1975_thousand_cruzeiros,production_value_1975_thousand_cruzeiros,industrial_transformation_value_1975_thousand_cruzeiros,entry_ocr,source_page_left,source_page_right,entry_correction_method,left_extraction_method,right_extraction_method,needs_review
3909,EDITORIAL E GRAFICA,1,(X),-,(X),(X),-,(X),(X),(X),(X),(X),EDITORIAL E GRAFICA,27,28,ocr_exact,mistral_table,mistral_table,no
3910,SETE LAGOAS,141,4 978,4 177,4 629,49 548,33 488,98 250,538 115,514 043,963 309,425 194,SETE LAGOAS,27,28,scan_verified_override,mistral_table,mistral_table_sequence_aligned,no
3911,EXTRACAO DE MINERAIS,13,198,170,179,1 515,1 073,4 881,1 050,596,9 589,8 539,EXTRACAO DE MINERAIS,27,28,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3912,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,19,734,626,740,7 093,4 639,12 355,13 271,4 806,45 231,31 960,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,27,28,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3913,METALURGICA,27,1 988,1 711,1 770,22 175,13 720,37 379,204 584,198 383,404 421,199 837,METALUNGICA,27,28,scan_verified_override,mistral_table,mistral_table_sequence_aligned,no
3914,MECANICA,3,42,35,39,796,580,785,209,154,2 880,2 671,MECANICA,27,28,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3915,MATERIAL DE TRANSPORTE,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MATERIAL DE TRANSPORTE,27,28,ocr_exact,mistral_table,mistral_table,no
3916,MADEIRA,6,83,61,75,765,392,1 322,1 816,1 748,4 977,3 161,MADEIRA,27,28,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3917,MOBILIARIO,8,72,51,61,518,268,614,1 349,1 302,2 421,1 072,MOBILIARIO,27,28,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3918,BORRACHA,3,29,10,25,428,127,568,1 683,1 391,2 694,1 011,BORRACHA,27,28,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3919,"COUROS E PELES, ARTEFATOS PARA VIAGEM",3,144,124,137,1 418,906,2 225,6 392,6 098,10 675,4 283,"COURIS E PELES, ARTEFATOS PARA VIAGEM",27,28,industry_lexicon,mistral_table,mistral_table_sequence_aligned,no
3920,"PERFUMARIA, SABOES E VELAS",1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),"PERFUMARIA, SABOES E VELAS",27,28,ocr_exact,mistral_table,mistral_table,no
3921,TEXTIL,4,844,739,839,6 848,6 198,5 461,170 662,166 750,274 333,103 671,TEXTIL,27,28,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3922,"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",8,118,98,101,647,493,955,3 055,3 034,5 962,2 907,"VESTUARIO, CALCACOS E ARTEFATOS DE TECIDOS",27,28,industry_lexicon,mistral_table,mistral_table_sequence_aligned,no
3923,PRODUTOS ALIMENTARES,31,592,460,537,6 310,4 478,10 519,131 255,128 323,194 130,62 875,PRODUTOS ALIMENTARES,27,28,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3924,BERIDAS,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),BERIDAS,27,28,ocr_exact,mistral_table,mistral_table,no
3925,EDITORIAL E GRAFICA,7,68,43,61,422,216,430,591,559,2 227,1 636,EDITORIAL E GRAFICA,27,28,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3926,DIVERSAS,1,(X),-,(X),-,-,(X),(X),(X),(X),(X),DIVERSAS,27,28,ocr_exact,mistral_table,mistral_table,no
3927,ATIVIDADES DE APOIO E DE SERVICOS DE CARATER INDUSTRIAL,4,29,25,31,281,237,430,1 285,-,2 225,940,ATIVIDADES DE APOIO E DE SERVICOS DE CARA-TER INDUSTRIAL,27,28,industry_lexicon,mistral_table,mistral_table_sequence_aligned,no
3928,SILVEIRANIA,1,(X),-,(X),-,-,(X),(X),-,(X),(X),SILVEIRANIA,27,28,ocr_exact,mistral_table,mistral_table,no
3929,PRODUTOS ALIMENTARES,1,(X),-,(X),-,-,(X),(X),-,(X),(X),PRODUTOS ALIMENTARES,27,28,ocr_exact,mistral_table,mistral_table,no
3930,SILVIANOPOLIS,14,26,7,26,44,44,247,1 891,1 855,3 087,1 196,SILVIANOPOLIS,27,28,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3931,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,7,(X),-,(X),-,-,(X),(X),(X),(X),(X),TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,27,28,ocr_exact,mistral_table,mistral_table,no
3932,MADEIRA,1,(X),-,(X),-,-,(X),(X),-,(X),(X),MADEIRA,27,28,ocr_exact,mistral_table,mistral_table,no
3933,MOBILIARIO,1,(X),-,(X),-,-,(X),(X),(X),(X),(X),MOBILIARIO,27,28,ocr_exact,mistral_table,mistral_table,no
3934,PRODUTOS ALIMENTARES,5,12,7,12,44,44,235,1 857,1 836,2 938,1 081,PRODUTOS ALIMENTARES,27,28,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3935,SIMAO PEREIRA,3,20,18,21,139,120,286,5 862,5 819,6 988,1 126,SIMBO PEREIRA,27,28,scan_verified_override,mistral_table,mistral_table_sequence_aligned,no
3936,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,27,28,ocr_exact,mistral_table,mistral_table,no
3937,PRODUTOS ALIMENTARES,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,27,28,ocr_exact,mistral_table,mistral_table,no
3938,SIMONESIA,25,27,3,82,139,90,88,3 310,3 249,5 442,2 132,SIMONESIA,27,28,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3939,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,14,-,-,55,67,57,2,48,25,247,199,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,27,28,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3940,MADEIRA,1,(X),-,(X),-,-,(X),(X),(X),(X),(X),MADEIRA,27,28,ocr_exact,mistral_table,mistral_table,no
3941,PRODUTOS ALIMENTARES,6,12,2,16,59,32,73,3 232,3 202,4 997,1 765,PRODUTOS ALIMENTARES,27,28,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3942,BERIDAS,4,(X),1,(X),13,1,(X),(X),(X),(X),(X),BERIDAS,27,28,ocr_exact,mistral_table,mistral_table,no
3943,SOBRALIA,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),SOBRALIA,27,28,ocr_exact,mistral_table,mistral_table,no
3944,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,27,28,ocr_exact,mistral_table,mistral_table,no
3945,PRODUTOS ALIMENTARES,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,27,28,ocr_exact,mistral_table,mistral_table,no
3946,SOLEDADE DE MINAS,15,42,24,33,171,111,250,3 577,3 547,4 178,601,SOLEDADE DE MINAS,27,28,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3947,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,7,13,4,13,62,27,49,60,50,222,162,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,27,28,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3948,MADEIRA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MADEIRA,27,28,ocr_exact,mistral_table,mistral_table,no
3949,MOBILIARIO,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MOBILIARIO,27,28,ocr_exact,mistral_table,mistral_table,no
3950,PRODUTOS ALIMENTARES,5,22,17,15,86,72,178,3 429,3 415,3 787,358,PRODUTOS ALIMENTARES,27,28,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3951,TABULEIRO,7,9,6,12,40,40,27,80,69,277,197,TABULEIRO,27,28,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3952,PRODUTOS ALIMENTARES,7,9,6,12,40,40,27,80,69,277,197,PRODUTOS ALIMENTARES,27,28,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3953,TAIOBEIRAS,9,41,28,41,157,143,69,105,(X),2 381,2 276,TAICBEIRAS,29,30,scan_verified_override,mistral_table,mistral_table_sequence_aligned,no
3954,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,7,(X),(X),(X),(X),(X),(X),(X),-,(X),(X),TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,29,30,ocr_exact,mistral_table,mistral_table,no
3955,MOBILIARIO,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MOBILIARIO,29,30,ocr_exact,mistral_table,mistral_table,no
3956,PRODUTOS ALIMENTARES,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,29,30,ocr_exact,mistral_table,mistral_table,no
3957,TAPIRA,-,-,-,-,-,-,-,-,-,-,-,TAPIRA,29,30,ocr_exact,mistral_table,mistral_table,no
3958,TAPIRAI,3,4,-,5,(X),-,5,19,(X),64,45,TAPIRAI,29,30,ocr_exact,mistral_table,mistral_table,no
3959,MADEIRA,1,(X),-,(X),-,-,(X),(X),(X),(X),(X),MADEIRA,29,30,ocr_exact,mistral_table,mistral_table,no
3960,PRODUTOS ALIMENTARES,2,(X),-,(X),(X),-,(X),(X),-,(X),(X),PRODUTOS ALIMENTARES,29,30,ocr_exact,mistral_table,mistral_table,no
3961,TAQUARAÇU DE MINAS,3,18,(X),18,(X),(X),1 283,(X),(X),2 161,1 715,TAQUARACU DE MINAS,29,30,ocr_exact,mistral_table,mistral_table,no
3962,EXTRACAO DE MINERAIS,1,(X),(X),(X),(X),(X),(X),-,-,(X),(X),EXTRACAO DE MINERAIS,29,30,ocr_exact,mistral_table,mistral_table,no
3963,BEBIDAS,1,(X),-,(X),-,-,(X),(X),(X),(X),(X),BEBIDAS,29,30,ocr_exact,mistral_table,mistral_table,no
3964,ATIVIDADES DE APOIO E DE SERVICOS DE CARATER INDUSTRIAL,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),ATIVIDADES DE APOIO E DE SERVICOS DE CARA-TER INDUSTRIAL,29,30,industry_lexicon,mistral_table,mistral_table,no
3965,TARUMIRIM,6,28,16,26,144,100,77,8 330,8 243,10 682,2 352,TARUMIRIM,29,30,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3966,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,3,9,4,7,21,21,13,36,25,115,79,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,29,30,ocr_exact,mistral_table,mistral_table,no
3967,PRODUTOS ALIMENTARES,3,19,12,19,123,79,64,8 294,8 218,10 567,2 273,PRODUTOS ALIMENTARES,29,30,ocr_exact,mistral_table,mistral_table,no
3968,TEIXEIRAS,20,39,15,45,204,130,213,1 178,1 130,1 709,531,TEIXEIRAS,29,30,ocr_exact,mistral_table,mistral_table,no
3969,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,4,8,6,12,85,61,23,58,50,217,159,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,29,30,ocr_exact,mistral_table,mistral_table,no
3970,MECANICA,1,(X),-,(X),-,-,(X),(X),(X),(X),(X),PECARICA,29,30,scan_verified_override,mistral_table,mistral_table,no
3971,MATERIAL ELETRICO E DE COMUNICACOES,1,(X),-,(X),-,-,(X),(X),(X),(X),(X),MATERIAL ELETRICE E DE COMUNICACIONES,29,30,industry_lexicon,mistral_table,mistral_table,no
3972,MADEIRA,1,(X),-,(X),-,-,(X),(X),(X),(X),(X),MADEIRA,29,30,ocr_exact,mistral_table,mistral_table,no
3973,"PERFUMARIA, SABOES E VELAS",1,(X),-,(X),-,-,-,(X),(X),(X),(X),"PERFUMARIA, SABDES E VEGAS",29,30,industry_lexicon,mistral_table,mistral_table,no
3974,PRODUTOS ALIMENTARES,11,25,9,28,119,69,188,1 056,1 019,1 355,299,PRODUTOS ALIMENTARES,29,30,ocr_exact,mistral_table,mistral_table,no
3975,TEOFILO OTONI,162,1 203,873,1 123,9 363,6 129,11 052,269 258,266 634,410 018,140 760,TEOFILC CTONI,29,30,scan_verified_override,mistral_table,mistral_table,no
3976,EXTRACAO DE MINERAIS,4,17,14,21,211,192,99,90,72,1 000,910,EXTRACAO DE MINERAIS,29,30,ocr_exact,mistral_table,mistral_table,no
3977,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,13,77,55,67,348,287,348,790,699,2 356,1 566,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,29,30,ocr_exact,mistral_table,mistral_table,no
3978,METALURGICA,7,24,16,21,96,87,87,392,380,753,361,METALURCECA,29,30,industry_lexicon,mistral_table,mistral_table,no
3979,MECANICA,5,52,24,33,407,190,229,111,91,1 881,1 770,MECANICA,29,30,ocr_exact,mistral_table,mistral_table,no
3980,MATERIAL DE TRANSPORTE,3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MATERIAL DE TRANSPORTE,29,30,ocr_exact,mistral_table,mistral_table,no
3981,MADEIRA,17,206,146,194,1 490,1 008,2 662,7 092,6 763,13 547,6 455,MADEIRA,29,30,ocr_exact,mistral_table,mistral_table,no
3982,MOBILIARIO,12,43,26,44,270,210,173,412,369,1 194,782,MOBILIARIO,29,30,ocr_exact,mistral_table,mistral_table,no
3983,BORRACHA,3,12,9,10,83,75,174,561,542,1 485,924,BCRRACHA,29,30,industry_lexicon,mistral_table,mistral_table,no
3984,"COUROS E PELES, ARTEFATOS PARA VIAGEM",3,20,18,17,105,105,43,1 305,1 303,7 011,5 706,"COUROS E PELES, ARTERATOS PARA VIAGEM",29,30,industry_lexicon,mistral_table,mistral_table,no
3985,QUIMICA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),QUIMICA,29,30,ocr_exact,mistral_table,mistral_table,no
3986,PRODUTOS FARMACEUTICOS E VETERINARIOS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS FARMACÊUTICOS E VETERINÁRIOS,29,30,ocr_exact,mistral_table,mistral_table,no
3987,"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",3,22,18,22,96,90,79,810,806,1 537,727,"VEITUARIO, CALCACOS E ARTERATOS DE TECIDOS",29,30,industry_lexicon,mistral_table,mistral_table,no
3988,PRODUTOS ALIMENTARES,30,454,374,436,4 209,2 708,5 248,238 844,237 695,345 115,106 271,PRODUTOS ALIMENTARES,29,30,ocr_exact,mistral_table,mistral_table,no
3989,BEBIDAS,17,68,31,58,417,192,460,1 006,979,2 667,1 661,BEBICAS,29,30,industry_lexicon,mistral_table,mistral_table,no
3990,EDITORIAL E GRAFICA,6,43,32,43,463,263,374,1 502,1 389,2 931,1 429,EDITORIAL E GRAFICA,29,30,ocr_exact,mistral_table,mistral_table,no
3991,DIVERSAS,31,92,40,91,626,200,769,10 306,10 267,15 659,5 353,DIVERGAS,29,30,scan_verified_override,mistral_table,mistral_table,no
3992,ATIVIDADES DE APOIO E DE SERVICOS DE CARATER INDUSTRIAL,6,36,36,32,266,266,86,774,152,1 268,494,ATIVIDADES DE APOIO E DE SERVICOS DE CARA-TER INDUSTRIAL,29,30,industry_lexicon,mistral_table,mistral_table,no
3993,TIMOTEO,44,4 216,3 910,4 122,102 848,96 294,226 836,885 297,825 744,1 263 481,378 184,TIMOTEC,29,30,scan_verified_override,mistral_table,mistral_table,no
3994,EXTRACAO DE MINERAIS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),EXTRACAO DE MINERAIS,29,30,ocr_exact,mistral_table,mistral_table,no
3995,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,5,239,211,178,2 076,1 570,1 670,8 879,8 652,16 575,7 696,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,29,30,ocr_exact,mistral_table,mistral_table,no
3996,METALURGICA,10,2 155,1 956,2 138,51 406,46 938,136 257,822 231,771 153,1 034 485,212 254,METALURCECA,29,30,industry_lexicon,mistral_table,mistral_table,no
3997,MECANICA,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MECANICA,29,30,ocr_exact,mistral_table,mistral_table,no
3998,MATERIAL DE TRANSPORTE,1,(X),(X),(X),(X),(X),(X),(X),-,(X),(X),MATERIAL DE TRANSPORTE,29,30,ocr_exact,mistral_table,mistral_table,no
3999,MADEIRA,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MADEIRA,29,30,ocr_exact,mistral_table,mistral_table,no
4000,MOBILIARIO,9,28,17,28,151,123,119,696,666,1 321,625,MOBILIARIO,29,30,ocr_exact,mistral_table,mistral_table,no
4001,QUIMICA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),QUIMICA,29,30,ocr_exact,mistral_table,mistral_table,no
4002,"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),"VEITUARIO, CALCACOS E ARTERATOS DE TECIDOS",29,30,industry_lexicon,mistral_table,mistral_table,no
4003,PRODUTOS ALIMENTARES,7,83,64,78,583,472,658,11 686,11 587,17 473,5 787,PRODUTOS ALIMENTARES,29,30,ocr_exact,mistral_table,mistral_table,no
4004,EDITORIAL E GRAFICA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),EDITORIAL E GRAFICA,29,30,ocr_exact,mistral_table,mistral_table,no
4005,ATIVIDADES DE APOIO E DE SERVICOS DE CARATER INDUSTRIAL,5,308,289,303,8 536,7 942,7 808,4 764,1 730,23 672,18 908,ATIVIDADES DE APOIO E DE SERVICOS DE CARA-TER INDUSTRIAL,29,30,industry_lexicon,mistral_table,mistral_table,no
4006,TIRADENTES,15,207,167,193,1 731,1 253,121,3 086,2 900,14 405,11 319,TIRADENTES,31,32,ocr_exact,mistral_table,mistral_table,no
